IČO organizace:2;Název organizace:;Právní forma:;Velikostní kategorie:;Adresa:;Kraj:;Okres:;Obec:;Datum vzniku:;Rok vzniku:;Instituce v likvidaci:;Činnost:;Obor:;Nadační kapitál:;Statutární orgán:;Zakladatel:;Počet pobočných spolků:;Popis účelu:;Živnostenské oprávnění:;X:;Y:;GlobalID;x;y
486141;Ski klub Ústí nad Orlicí, z. s.;Spolek;1 - 5 zaměstnanců;Ústí nad Orlicí, 56206, Ústí nad Orlicí, Letohradská 1359;Pardubický kraj;Ústí nad Orlicí;Ústí nad Orlicí;01/06/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán;není k dispozici;0;Základním a hlavním účelem činnosti spolku je vytváření podmínek pro uspokojování zájmů jeho členů o lyžařský sport, organizování a výkon zájmové činnosti členů spolku v oblasti lyžařského sportu včetně budování a udržování sportovního lyžařského areálu v Říčkách v Orlických horách, udržování společenských styků mezi jeho členy a ochrana jejich oprávněných potřeb a práv vůči ostatním fyzickým a právnickým osobám.;ANO;"16,403";"49,977";b909987f-c548-4bbd-9ab2-5b594e338bda;"16,403";"49,977"
486345;Komitét pro udržování památek z války roku 1866, z.s.;Spolek;Neuvedeno;Hradec Králové, 50003, Hradec Králové, Eliščino nábřeží 465/7;Královéhradecký kraj;Hradec Králové;Hradec Králové;01/05/1990;"1 990";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;Statutární orgán - Představenstvo spolku;není k dispozici;0;1. Posláním spolku je chránit, udržovat a pečovat o válečné hroby i další objekty, vztahující se k prusko-rakouské válce z roku 1866 (dále jen památky) a své aktivity všestranně popularizovat. 2. Hlavní činností Komitétu pro udržování památek z války roku 1866 je: a) ochrana, údržba, opravy a obnova památek z války roku 1866, včetně zřizování nových památek. b) výzkum, mapování a evidence těchto památek. c) spolupráce s orgány státní správy a samosprávy a s obdobně zaměřenými spolky a institucemi, zejména s Muzeem východních Čech v Hradci Králové, při ochraně, péči a popularizaci těchto památek. d) pořádání vzpomínkových a pietních akcí, zájezdů, exkurzí, přednášek a výstav s tématikou vojenské historie, zvláště pak o válce roku 1866. e) publikační činnost včetně vydávání spolkového časopisu Bellum 1866. f) organizování setkání členů Komitétu za účelem jejich společenského vyžití. g) rozvoj cestovního ruchu (budování a údržba naučných stezek, popularizace jednotlivých bojišť). h) sbírková činnost (shromažďování historické literatury, militarií, uměleckých děl, archivních materiálů týkajících se vojenské historie, zvláště pak války roku 1866).;NE;"15,829";"50,212";3630215d-0ed8-4b47-9fb9-6230b8696055;"15,829";"50,212"
486370;Auto klub Světlá nad Sázavou v AČR;Pobočný spolek;Neuvedeno;Světlá nad Sázavou, 58291, Světlá nad Sázavou, Panuškova 985;Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;01/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,393";"49,674";9d5dbc55-2bd9-48cd-87ba-701fcf766a19;"15,393";"49,674"
487481;Moravské občanské hnutí;Spolek;Neuvedeno;Brno;Jihomoravský kraj;Brno-město;Brno;01/02/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,608";"49,2";a8387caf-ce4a-4d05-bfb7-5f8c3d8eb3e9;"16,608";"49,2"
487562;Sdružení umělců Moravy a Slezska;Spolek;Neuvedeno;Brno, 60200, Brno-město, Starobrněnská 340/14;Jihomoravský kraj;Brno-město;Brno;23/01/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;ANO;"16,607";"49,193";1afd8c2a-df25-4d42-9578-30b3dc398fe6;"16,607";"49,193"
487597;Sbor Bratrské jednoty baptistů v Brně;Evidované církevní právnické osoby;6 - 9 zaměstnanců;Brno, 60200, Veveří, Smetanova 758/20;Jihomoravský kraj;Brno-město;Brno;01/06/1991;"1 991";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Bratrská jednota baptistů, Na Topolce 677/14, Praha 4-Podolí, 14000, IČ 00445231;není k dispozici;Nakladatelská a vydavatelská činnost, provozování křesťanských knihkupectví, výroba, zhotovování a prodej předmětů s církevní tématikou, lektorská a přednášková činnost.;NE;"16,605";"49,203";e5671a51-3120-4c5f-ac16-55f623de3b93;"16,605";"49,203"
487856;Sdružení přátel folkloru v Brně z.s.;Spolek;Neuvedeno;Brno, 61800, Černovice, Charbulova 231/3;Jihomoravský kraj;Brno-město;Brno;14/02/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;Statutární orgán;není k dispozici;0;Sdružovat děti, mládež i dospělé osoby za účelem podpory jednotlivců a kolektivů při pěstování hudebního, tanečního a slovesného folkloru národností žijících v České republice, napomáhat udržování a šíření zájmu o folklor a tradiční lidovou kulturu na celém území České republiky i v zahraničí.;NE;"16,633";"49,189";ab053946-cc07-4a9c-8ab0-d58f798fb2ba;"16,633";"49,189"
488011;Klášter augustiniánů - kanovníků;Evidované církevní právnické osoby;Neuvedeno;Brno, 62000, Tuřany, Tuřanské náměstí 406/7;Jihomoravský kraj;Brno-město;Brno;01/06/1991;"1 991";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;není k dispozici;NE;"16,667";"49,146";b59617ed-8156-43db-8af5-21dbf9ebf679;"16,667";"49,146"
488704;SVAZARM, 305. ZO INVALIDŮ, v likvidaci;Pobočný spolek;Neuvedeno;Brno-Židenice, Táborská 200;Jihomoravský kraj;Brno-město;Brno;06/02/1990;"1 990";aktivní;Ochrana lidských práv;Politika;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"16,638";"49,193";86074c86-3e6e-48f6-a517-9b12ca95bfeb;"16,638";"49,193"
488712;Volné sdružení moravských výtvarníků;Spolek;Neuvedeno;Brno, 60200, Brno-město, Masarykova 401/6;Jihomoravský kraj;Brno-město;Brno;01/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,609";"49,193";c0cd6eca-d80a-466d-8df8-310825854a1d;"16,609";"49,193"
488917;Balónklub Brno;Spolek;Neuvedeno;Brno;Jihomoravský kraj;Brno-město;Brno;16/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,608";"49,2";c0810a49-1968-4aa7-ab6a-3cacb58ecd8a;"16,608";"49,2"
488925;Česká společnost veterinárních mediků v likvidaci;Spolek;Neuvedeno;Brno;Jihomoravský kraj;Brno-město;Brno;01/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,608";"49,2";d3407956-95a9-43f5-a014-ac9d3c83fc03;"16,608";"49,2"
489131;Svaz moravskoslezských podnikatelů;Spolek;Neuvedeno;Brno;Jihomoravský kraj;Brno-město;Brno;14/02/1990;"1 990";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;1;není k dispozici;NE;"16,604";"49,197";2becfadc-b7aa-4d9c-8d8c-35bfeffc4eb5;"16,604";"49,197"
489174;Benediktinské opatství Rajhrad;Evidované církevní právnické osoby;Neuvedeno;Rajhrad, 66461, Rajhrad, Klášter 1;Jihomoravský kraj;Brno-venkov;Rajhrad;27/05/1991;"1 991";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Slovanská benediktinská kongregace sv. Vojtěcha, Markétská 1/28, Praha 6-Břevnov, 16900, IČ 73632597;není k dispozici;není k dispozici;NE;"16,616";"49,089";b9ba8f62-0c08-4d83-bc08-c3025cba76d9;"16,616";"49,089"
489301;Zeměpisná společnost Morava;Spolek;Neuvedeno;Brno, 60200, Veveří, Pekárenská 988/4a;Jihomoravský kraj;Brno-město;Brno;21/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,6";"49,201";2cb8e914-44e4-4c96-8c09-628640b45152;"16,6";"49,201"
489417;DIVADELNÍ SPOLEK BRNO;Spolek;Neuvedeno;Brno, 60200, Brno-město, Orlí 483/1;Jihomoravský kraj;Brno-město;Brno;29/03/1990;"1 990";aktivní;Umění;Kultura;není k dispozici;Statutární orgán - výbor;není k dispozici;0;Kulturní a umělecká činnost;NE;"16,61";"49,193";e19f4454-274b-49f9-bfb7-14b9564b9251;"16,61";"49,193"
489778;Apoštolská církev;Církve a náboženské společnosti;100 - 199 zaměstnanců;Český Těšín, 73701, Český Těšín, Polní 1105/15;Moravskoslezský kraj;Karviná;Český Těšín;01/04/1989;"1 989";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"18,541";"49,771";b6f164f7-64a9-4290-921d-a32404502cfc;"18,541";"49,771"
494330;Konvent sester alžbětinek v Jablunkově;Evidované církevní právnické osoby;50 - 99 zaměstnanců;Jablunkov, 73991, Jablunkov, Bezručova 395;Moravskoslezský kraj;Frýdek-Místek;Jablunkov;20/11/1991;"1 991";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;není k dispozici;NE;"18,77";"49,58";5e7ad760-c17b-4cd6-976c-443e40e363eb;"18,77";"49,58"
494453;Česká provincie Kongregace Dcer Božské Lásky;Evidované církevní právnické osoby;25 - 49 zaměstnanců;Opava, 74601, Předměstí (Opava), Rooseveltova 886/47;Moravskoslezský kraj;Opava;Opava;31/05/1990;"1 990";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;není k dispozici;ANO;"17,905";"49,932";4c514837-fcda-4e80-b584-d42f6b92a55f;"17,905";"49,932"
494721;AUTOKLUB Valašské Meziříčí v AČR;Pobočný spolek;Neuvedeno;Valašské Meziříčí, Mikoláše Alše;Zlínský kraj;Vsetín;Valašské Meziříčí;11/11/1991;"1 991";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"17,956";"49,476";11586872-8076-48d0-8bcf-fce2445db1a4;"17,956";"49,476"
494780;Tělocvičná jednota Sokol Frýdek-Místek;Pobočný spolek;1 - 5 zaměstnanců;Frýdek-Místek, 73801, Frýdek, Novodvorská 667;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;16/01/1992;"1 992";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,36";"49,681";2ffcccb3-741e-4f1d-8d71-f8dffca9cd8f;"18,36";"49,681"
494798;Mírová unie Ostrava;Pobočný spolek;Neuvedeno;Ostrava, 70200, Moravská Ostrava, Českobratrská 1742/18;Moravskoslezský kraj;Ostrava-město;Ostrava;17/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,288";"49,839";2e19b01b-ff7d-47cb-b824-752b90e9e003;"18,288";"49,839"
494917;Hokejový Klub Mladí Draci Šumperk z.s.;Spolek;Neuvedeno;Šumperk, Žerotínova 55B;Olomoucký kraj;Šumperk;Šumperk;01/11/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán;není k dispozici;0;Podpora a rozvoj ledního hokeje mládeže;NE;"16,978";"49,956";9736b589-fcec-4dfd-b0c2-333b4cc7e7fc;"16,978";"49,956"
494976;Autosport klub formule v AČR;Pobočný spolek;Neuvedeno;Havířov, 73601, Šumbark, U Závor 556/2A;Moravskoslezský kraj;Karviná;Havířov;18/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"18,403";"49,789";c0173bf1-2bb0-400f-8225-1c252de03a80;"18,403";"49,789"
495000;Sokolská župa Středomoravská-Kratochvilova Přerov;Pobočný spolek;1 - 5 zaměstnanců;Přerov, 75002, Přerov I-Město, Brabansko 566/2;Olomoucký kraj;Přerov;Přerov;04/12/1991;"1 991";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"17,448";"49,458";1959e12c-380a-41af-85e6-cc48ba5d85a5;"17,448";"49,458"
495026;Český auto klub v AČR;Pobočný spolek;Neuvedeno;Ostrava, 70800, Poruba, Nad Porubkou 2174/44;Moravskoslezský kraj;Ostrava-město;Ostrava;13/01/1991;"1 991";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,171";"49,822";30c21729-45b5-477d-835f-7f84db0e0af3;"18,171";"49,822"
495158;Autoklub Podlesí-Havířov, z.s.;Spolek;Neuvedeno;Havířov, 73601, Podlesí, Studentská 1650/9B;Moravskoslezský kraj;Karviná;Havířov;22/02/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;Statutární orgán - Předseda;není k dispozici;0;Účelem spolku je podpora rozvoje motorismu, snížení negativních vlivů, které s sebou motorismus přináší, a uspokojování i obhajoba zájmů svých členů v oblasti motorismu.;ANO;"18,455";"49,778";da0c1c55-f51f-4512-9a4c-ab5642ffcfbe;"18,455";"49,778"
495361;TJ Karpentná, z.s.;Spolek;Neuvedeno;Třinec, 73994, Karpentná 28;Moravskoslezský kraj;Frýdek-Místek;Třinec;23/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán - Předseda;není k dispozici;0;Tělovýchovná a turistická činnost;NE;"18,676";"49,633";0bf7ffd4-5415-4f67-963f-d40d589b93a6;"18,676";"49,633"
495514;Automoto klub Mohelnice v AČR;Pobočný spolek;Neuvedeno;Líšnice, 78985, Líšnice 33;Olomoucký kraj;Šumperk;Líšnice;01/01/1991;"1 991";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"16,876";"49,756";e7adaaad-0f3c-41d8-af2f-2b9e8e1b83b5;"16,876";"49,756"
495581;Tělocvičná jednota Sokol Doubrava;Pobočný spolek;Neuvedeno;Doubrava, 73533, Doubrava 462;Moravskoslezský kraj;Karviná;Doubrava;23/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,478";"49,86";fafe9f4a-c51f-4987-bac4-20d437cf9808;"18,478";"49,86"
495824;Tělovýchovná jednota Slezan Frýdek-Místek, z.s.;Spolek;Neuvedeno;Frýdek-Místek, 73801, Frýdek, Na Příkopě 1159;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;01/10/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán - výbor;není k dispozici;0;organizuje vlastní tělovýchovný a sportovní proces a v souladu se zájmy usiluje o zpřístupnění různých forem tělesné kultury zájemcům ze stran širší veřejnosti a v souladu se svými zájmy a potřebami svých oddílů rozvíjí různé formy sportovní, kulturní a společenské činnosti;ANO;"18,35";"49,683";ac72d142-f90c-4afa-8f3f-97dcc195ea48;"18,35";"49,683"
495948;Tělovýchovná jednota Opava, z.s.;Spolek;Neuvedeno;Opava, 74705, Kateřinky, Kolofíkovo nábřeží 2257/52;Moravskoslezský kraj;Opava;Opava;01/10/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán - Předseda;není k dispozici;0;Provozovat sport v rámci zapojení do sportovních, tělovýchovných a dalších aktivit, tuto činnost organizovat a vytvářet pro ni materiální a tréninkové podmínky.;ANO;"17,921";"49,936";b3986eb0-ad08-48a4-8099-6a3d8aefd2ef;"17,921";"49,936"
495964;Alvin Ostrava - potápěčský klub, pobočný spolek SPMS;Pobočný spolek;Neuvedeno;Ostrava, 72200, Třebovice, Třebovická 5131/37;Moravskoslezský kraj;Ostrava-město;Ostrava;30/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán klubu;není k dispozici;0;Účelem spolku je organizování potápěčské činnosti mezi mládeží a zájemci z řad veřejnosti. Dále vzdělávací a školící činnost v oblasti potápění a činnostech souvisejících.;ANO;"18,195";"49,834";4d8627ae-4799-45d2-bf70-52af821fb8b0;"18,195";"49,834"
496090;SANANIM z. ú.;Ústav;100 - 199 zaměstnanců;Praha, 15800, Stodůlky (Praha 13), Ovčí hájek 2549/64A;Hlavní město Praha;Praha;Praha;01/11/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,347";"50,048";7a39e2eb-7066-473a-aad5-3113be7c6a03;"14,347";"50,048"
496111;Asociace nezávislých poboček ČSVTS v likvidaci;Spolek;Neuvedeno;Praha;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,084";d9ebba92-f01a-4077-aa75-c6004e78ea51;"14,434";"50,084"
496138;Mírový klub Johna Lennona;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Panská 890/7;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,428";"50,084";9e1538af-c236-4fde-a228-0d52e07b3034;"14,428";"50,084"
499099;Prázdninová škola Lipnice, z. s.;Spolek;1 - 5 zaměstnanců;Praha, 12800, Nusle (Praha 2), Jaromírova 80/51;Hlavní město Praha;Praha;Praha;30/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,431";"50,065";d5579f29-c09b-4613-8988-f4bfb7757d75;"14,431";"50,065"
499161;Pionýr, z. s.;Spolek;10 - 19 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Senovážné náměstí 977/24;Hlavní město Praha;Praha;Praha;13/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,431";"50,085";a994c1be-46ef-4f2c-a377-e0e2cea61302;"14,431";"50,085"
499188;Pionýr, z. s. - 87. pionýrská skupina Javor;Pobočný spolek;Neuvedeno;Plískov, 33808, Plískov 48;Plzeňský kraj;Rokycany;Plískov;02/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,469";"50,07";af9cf74d-39b8-4c46-9ac0-9bd540a5aa4f;"14,469";"50,07"
499277;Fond ohrožených dětí;Spolek;250 - 499 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Na poříčí 1038/6;Hlavní město Praha;Praha;Praha;02/04/1990;"1 990";aktivní;Ochrana lidských práv;Politika;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,43";"50,089";4ca1162b-3748-4de2-bd15-4e647fbbdfb3;"14,43";"50,089"
499285;KVĚT  spolek klubů dětí a dětských domovů, z.s. v likvidaci;Spolek;Neuvedeno;Praha, 17000, Holešovice (Praha 7), Nad štolou 1277/6;Hlavní město Praha;Praha;Praha;02/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,423";"50,098";ece8ec8f-7f29-46e9-a34e-441c18043836;"14,423";"50,098"
499323;Česká informatická společnost, z.s.;Spolek;Neuvedeno;Praha, 16000, Dejvice, Thákurova 2700/9;Hlavní město Praha;Praha;Praha;20/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,39";"50,105";0e91764d-a8bb-4ec5-a174-7ffab8671390;"14,39";"50,105"
499366;Sdružení hořického symposia v likvidaci;Spolek;Neuvedeno;Praha;Hlavní město Praha;Praha;Praha;16/02/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,084";425c12e3-8e82-4911-936c-bf5abee5ec08;"14,434";"50,084"
499412;Liga vozíčkářů, z. ú.;Ústav;25 - 49 zaměstnanců;Brno, 62800, Židenice (Brno-Vinohrady), Bzenecká 4226/23;Jihomoravský kraj;Brno-město;Brno;09/03/1990;"1 990";aktivní;Ochrana lidských práv;Politika;1000;Statutární orgán;ZDENĚK ŠKAROUPKA|ZDENĚK ŠKAROUPKA;není k dispozici;není k dispozici;ANO;"16,657";"49,208";b6942915-5e59-4f9c-8937-f905c7b956ed;"16,657";"49,207"
499447;Česká marketingová společnost, z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;05/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";09dae397-4af0-413c-b876-1f4ed2f2b68d;"14,413";"50,085"
499498;YMCA v České republice;Spolek;10 - 19 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Na poříčí 1041/12;Hlavní město Praha;Praha;Praha;02/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,431";"50,089";1f8b9675-8476-4840-bd11-bb7e56fbd435;"14,431";"50,089"
499510;Pražské centrum vědy a techniky mládeže;Spolek;Neuvedeno;Bubenská /6, 170 00  Praha 7;Hlavní město Praha;Praha;Praha;09/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,439";"50,1";6de9cd13-feb4-4824-9b02-c156fb87e5fa;"14,439";"50,1"
499552;Společnost Nového Města pražského-Beseda Měšťanská;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Senovážné náměstí 1565/16;Hlavní město Praha;Praha;Praha;05/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,086";b0beae7f-19a8-46ea-98cf-ab913bcbe2a6;"14,434";"50,086"
530964;Sokolská župa Prostějovská;Pobočný spolek;1 - 5 zaměstnanců;Prostějov, 79601, Prostějov, nám. U kalicha 2575/2;Olomoucký kraj;Prostějov;Prostějov;01/04/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"17,12";"49,474";a47e6115-a592-48b7-8574-db072eac9994;"17,12";"49,474"
499986;TIS - Hucul Club, z.s.;Spolek;Neuvedeno;Praha, 15500, Zadní Kopanina, Na Zmrzlíku 34;Hlavní město Praha;Praha;Praha;22/02/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,42";"50,035";e16830b4-46c8-4225-9222-9ec8f11079b1;"14,42";"50,035"
466042;Obec baráčníků Lounsko - Březenská;Pobočný spolek;Neuvedeno;Louny, V Benátkách 275;Ústecký kraj;Louny;Louny;01/12/1981;"1 981";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"13,795";"50,36";c75a964f-bc3b-48b9-8a24-ccb5cfbb40f3;"13,795";"50,36"
531103;Informační centrum studentů Brno, v likvidaci;Spolek;Neuvedeno;Brno, Nám.Rudé armády 2;Jihomoravský kraj;Brno-město;Brno;08/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,604";"49,197";87c71bd4-c84a-45d1-8a10-a3455efec1e3;"16,604";"49,197"
500933;Tenisový klub TC Spořilov, z.s.;Spolek;Neuvedeno;Praha, 14000, Michle (Praha 4), U Michelského lesa 1457/20;Hlavní město Praha;Praha;Praha;18/04/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,469";"50,038";3a4fdff2-6c8c-4352-9367-e0f5859ceb65;"14,469";"50,038"
466069;OBEC BARÁČNÍKŮ SOUŠ V MOSTĚ;Pobočný spolek;Neuvedeno;Most,;Ústecký kraj;Most;Most;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"13,636";"50,503";d3bc7c92-e63d-4595-83c8-4d4f7d12b2c4;"13,636";"50,503"
476943;Tělovýchovná jednota KOH-I-NOOR České Budějovice, z.s.;Spolek;1 - 5 zaměstnanců;České Budějovice, 37001, České Budějovice 3, Skuherského 1485/12;Jihočeský kraj;České Budějovice;České Budějovice;24/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán;není k dispozici;0;Sdružovat své členy v oddílech a vytvářet jim optimální podmínky pro jejich sportovní, tělovýchovnou a rekreační činnost v regionu města České Budějovice;ANO;"14,474";"48,981";43f76e21-dd0c-4557-9141-67d0327329fa;"14,474";"48,981"
531120;Tělocvičná jednota Sokol Uherské Hradiště;Pobočný spolek;1 - 5 zaměstnanců;Uherské Hradiště, 68601, Uherské Hradiště, Tyršovo náměstí 113;Zlínský kraj;Uherské Hradiště;Uherské Hradiště;02/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"17,46";"49,072";60934bce-b255-4e39-97f0-879ca33b7eb2;"17,46";"49,072"
539651;Česko-japonská společnost;Spolek;1 - 5 zaměstnanců;Praha, 11000, Staré Město, Na můstku 380/8;Hlavní město Praha;Praha;Praha;06/06/1990;"1 990";aktivní;Ochrana lidských práv;Politika;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,423";"50,084";5e93913f-b7da-4493-b2b2-a049f667be0d;"14,423";"50,084"
501336;KAPKA;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Senovážné náměstí 977/24;Hlavní město Praha;Praha;Praha;18/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,431";"50,085";677432e0-be29-4188-9a44-7fffb94c565e;"14,431";"50,085"
501379;Westerners International-CZ z.s.;Spolek;Neuvedeno;Praha, 15500, Stodůlky (Praha 13), Hábova 1519/24;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,312";"50,047";2aa68bdb-f9a7-465e-9a8a-a156972f4503;"14,312";"50,047"
